100,6600.000000
1100,68600.000000
2100,220900.000000
3100,583000.000000
4100,29464100.000000
5100,16623900.000000
6100,29449600.000000
7100,14664800.000000
8100,47119500.000000
9100,3670200.000000
10100,12588600.000000
11100,17778700.000000
12100,46248100.000000
13100,79390000.000000
14100,92949700.000000
15100,108020500.000000
16100,157153500.000000
17100,186694400.000000
18100,166679400.000000
19100,251213200.000000
20100,204597200.000000
21100,267019300.000000
22100,236018000.000000
23100,266309500.000000
24100,359476800.000000
25100,401191000.000000
26100,405563600.000000
27100,425757600.000000
28100,518003200.000000
29100,485745200.000000
30100,639216200.000000
31100,629326500.000000
32100,711619400.000000
33100,692341700.000000
34100,752814600.000000
35100,723746600.000000
36100,705247700.000000
37100,863733200.000000
38100,1107738200.000000
39100,849401800.000000
40100,1003201900.000000
41100,1092144000.000000
42100,1008008400.000000
43100,1240002500.000000
44100,1143304100.000000
45100,1369048000.000000
46100,1515178400.000000
47100,1457778200.000000
48100,1588302000.000000
49100,1611684100.000000
