100,176.000000
1100,2150.000000
2100,4214.000000
3100,8720.000000
4100,11252.000000
5100,14706.000000
6100,16840.000000
7100,19746.000000
8100,30870.000000
9100,24602.000000
10100,25282.000000
11100,32630.000000
12100,35172.000000
13100,34028.000000
14100,41092.000000
15100,52138.000000
16100,49018.000000
17100,63882.000000
18100,59108.000000
19100,62520.000000
20100,59608.000000
21100,69798.000000
22100,73850.000000
23100,74020.000000
24100,84088.000000
25100,82852.000000
26100,96730.000000
27100,89278.000000
28100,93392.000000
29100,104958.000000
30100,106984.000000
31100,110998.000000
32100,113498.000000
33100,121488.000000
34100,116460.000000
35100,123022.000000
36100,115876.000000
37100,130286.000000
38100,133652.000000
39100,140740.000000
40100,152798.000000
41100,137222.000000
42100,153536.000000
43100,160016.000000
44100,164216.000000
45100,155084.000000
46100,168502.000000
47100,173458.000000
48100,191622.000000
49100,189534.000000
